,STATE,STATEABBRV,COUNTY,POPULATION,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,RESL_VALUE,RESL_SCORE,RESL_RATNG,RESL_SPCTL,COUNTY_Name,Access to Exercise Opportunities,Food Environment Index,Primary Care Physicians,Air Pollution: Particulate Matter,Broadband Access,Life Expectancy,Traffic Volume,Homeownership,Access to Parks,Average Temperature F,Maximum Temperature F,Minimum Temperature F,Precipitation_inches,median_sale_price,median_list_price,median_ppsf,homes_sold,new_listings,inventory,months_of_supply,median_dom_months,Unemployment_Rate,crime_rate_per_100000,Family,Monthly_Housing,Monthly_Food,Monthly_Transportation,Monthly_Healthcare,Monthly_Other Necessities ,Monthly_Childcare,Monthly_Taxes,Monthly_Total,ranking_score,RISK_RATNG_score,RESL_RATNG_score,rank
228,CALIFORNIA,CA,SANLUISOBISPO,0.028014777,0.986779207,0.06683641,Relatively Moderate,0.623142974,0.814273986,0.932200012,Very High,0.948071419,SAN LUIS OBISPO,0.865613404,0.87,0.142960062,0.76984127,0.854061483,0.663543378,0.872153887,0.635579716,0.66262074,0.72147651,0.770061728,0.613559322,0.072177518,0.220185116,0.188794548,0.076659146,0.046474899,0.041846029,0.035424191,0.96969697,0.980151025,0.811764706,0.813247458,2p1c,0.506177976,0.695736463,0.303598675,0.510281744,0.484808014,0.49316521,0.518212499,0.458315122,0.57668769,1,1,1642
2281,PENNSYLVANIA,PA,FOREST,0.00069051,0.999927087,0.986314449,Very Low,0.973983836,0.462913423,0.0471,Very Low,0.011031798,FOREST,0.882690377,0.63,0.115843187,0.854497354,0.452484964,0.421171366,0.999134144,0.789680929,0.867488886,0.52852349,0.544753086,0.46779661,0.21316752,0.024516668,0.021832201,0.012094026,0.001259915,0.001214493,0.001834146,0.929292929,0.961380798,0.711764706,0.753579742,2p1c,0.874152302,0.866279043,0.315223658,0.883960341,0.869159856,0.790085454,0.885260874,0.914450861,0.576663376,1,1,1643
2711,TEXAS,TX,NOLAN,0.001463773,0.998515129,0.417886696,Relatively Low,0.498023715,0.632528864,0.436699982,Relatively Moderate,0.770750988,NOLAN,0.621794002,0.67,0.082606016,0.85978836,0.627513339,0.484610348,0.982355086,0.679227204,0.13332881,0.822147651,0.842592593,0.737288136,0.105535235,0.043535106,0.030876524,0.013520222,0.00184551,0.002240065,0.004603347,0.898989899,0.927076591,0.811764706,0.503574573,2p1c,0.884958348,0.872093005,0.394083825,0.639836896,0.880677738,0.85766904,0.962629099,0.931695021,0.576658136,1,1,1644
1058,KENTUCKY,KY,HOPKINS,0.004530541,0.997024608,0.246021642,Relatively Low,0.066930171,0.680952498,0.583100014,Relatively Moderate,0.732279315,HOPKINS,0.618607314,0.67,0.171730501,0.812169312,0.767583839,0.45473252,0.983500582,0.736806347,0.108469278,0.697986577,0.691358025,0.650847458,0.240429164,0.043967314,0.036615283,0.01625658,0.007435274,0.006963093,0.0054973,0.96969697,0.982092772,0.758823529,0.919353562,2p1c,0.893205068,0.910852721,0.380693309,0.714553552,0.899302635,0.828654136,0.859331232,0.917935585,0.57665724,1,1,1645
2522,TENNESSEE,TN,SUMNER,0.01960043,0.995371809,0.166454488,Relatively Moderate,0.095111296,0.67857874,0.575400009,Relatively Moderate,0.873184939,SUMNER,0.609417111,0.81,0.08073601,0.846560847,0.847439875,0.538365082,0.975595155,0.741629756,0.187343655,0.709731544,0.717592593,0.645762712,0.270958303,0.108865437,0.090585255,0.030863708,0.06491225,0.057229607,0.059930847,0.96969697,0.963538296,0.864705882,0.83197478,2p1c,0.728290009,0.771317824,0.292423961,0.719375661,0.708965997,0.770976839,0.866152739,0.781272692,0.576647828,1,1,1646
2358,SOUTH CAROLINA,SC,LEXINGTON,0.029365814,0.989304982,0.079248886,Relatively Moderate,0.174600447,0.679803356,0.578300018,Relatively Moderate,0.759924386,LEXINGTON,0.689306816,0.81,0.108472459,0.828042328,0.827227942,0.54974872,0.963911,0.789156257,0.130755703,0.785234899,0.790123457,0.718644068,0.234625701,0.071569031,0.057886068,0.021138842,0.008979114,0.008690372,0.011004876,0.954545455,0.956957929,0.870588235,0.800587614,2p1c,0.809082436,0.825581416,0.348187097,0.693862658,0.798173703,0.694374857,0.813390573,0.805183358,0.576639522,1,1,1647
236,CALIFORNIA,CA,SOLANO,0.045251342,0.95424048,0.017823043,Relatively High,0.259642906,0.768532344,0.844700012,Very High,0.913452365,SOLANO,0.971040219,0.89,0.144527653,0.706349206,0.867884533,0.617133203,0.813413338,0.649261399,0.853639874,0.748322148,0.782407407,0.650847458,0.088173616,0.148077691,0.121561284,0.04940279,0.069809948,0.064084745,0.051258471,0.96969697,0.977993528,0.741176471,0.752369931,2p1c,0.496509408,0.773255804,0.357797384,0.614156168,0.498205865,0.623016262,0.619972085,0.550548615,0.576638399,1,1,1648
141,ARKANSAS,AR,GREENE,0.004556327,0.996480704,0.213239975,Relatively Low,0.18740448,0.606336704,0.356100006,Relatively Low,0.772437418,GREENE,0.691118594,0.64,0.08553909,0.814814815,0.720869558,0.485678553,0.973275259,0.668947133,0.077029036,0.741610738,0.729938272,0.696610169,0.227505486,0.044243011,0.037464052,0.01635352,0.009759906,0.009918359,0.009401925,0.95959596,0.978856526,0.823529412,0.8400139,2p1c,0.908845399,0.914728695,0.379075683,0.751000732,0.91467264,0.890147509,0.923710227,0.964703181,0.576637824,1,1,1649
3020,WEST VIRGINIA,WV,LEWIS,0.001693643,0.999809054,0.943348186,Very Low,0.748401006,0.634822791,0.444300003,Relatively Moderate,0.671433705,LEWIS,0.528738332,0.78,0.071382895,0.85978836,0.634085569,0.406245733,0.982206042,0.725896648,0.110902366,0.629194631,0.662037037,0.542372881,0.194001463,0.035161495,0.03337967,0.012378972,0.001490604,0.001551852,0.00213213,0.949494949,0.947572816,0.747058824,0.92726482,2p1c,0.911689095,0.922480614,0.406866635,0.246207321,0.91948653,0.803120146,0.79266752,0.834560371,0.576630618,1,1,1650
966,KANSAS,KS,NEOSHO,0.001583106,0.998630902,0.443029917,Relatively Low,0.21991342,0.684713111,0.594199982,Relatively Moderate,0.426312818,NEOSHO,0.707746479,0.76,0.10913403,0.804232804,0.654740872,0.494564353,0.974976232,0.78629825,0.124748491,0.701342282,0.716049383,0.63220339,0.200438917,0.02585139,0.025839191,0.009260728,0.001721293,0.001929694,0.002476354,0.929292929,0.972168285,0.811764706,0.864739507,2p1c,0.902020527,0.874031,0.360842461,0.617563722,0.896788704,0.909816553,0.895757797,0.927349081,0.576601817,1,1,1651
1390,MINNESOTA,MN,RENVILLE,0.001465073,0.998899207,0.521642266,Very Low,0.36926991,0.807242448,0.921399994,Very High,0.388396711,RENVILLE,0.549344563,0.83,0.047167899,0.873015873,0.679009607,0.59078,0.990953411,0.815626497,0.015621816,0.508389262,0.518518519,0.455932203,0.139478176,0.043059394,0.034686842,0.013411532,0.002537576,0.00222657,0.001674878,0.96969697,0.980798274,0.8,0.977456356,2p1c,0.895480025,0.817829459,0.215712367,0.837468858,0.874721514,0.806997599,0.872308669,0.894943249,0.576579089,1,1,1652
2883,VIRGINIA,VA,GREENSVILLE,0.001130861,0.999537407,0.816677276,Very Low,0.61142976,0.592329887,0.3125,Relatively Low,0.207405866,GREENSVILLE,0.235624616,0.92,0.060245575,0.85978836,0.682582015,0.433231939,0.981713338,0.708034521,0.089719954,0.704697987,0.716049383,0.637288136,0.199463545,0.045267284,0.036889134,0.018803464,0.001046972,0.001227987,0.001274141,0.929292929,0.972168285,0.8,0.918500092,2p1c,0.892157664,0.885658931,0.346952685,0.871276452,0.891128594,0.840044187,0.895275068,0.945295756,0.576542751,1,1,1653
2137,OHIO,OH,WASHINGTON,0.005963432,0.998830645,0.501909612,Relatively Low,0.399299317,0.668025887,0.543600006,Relatively Moderate,0.224218469,WASHINGTON,0.702468818,0.765,0.080518655,0.828042328,0.744470114,0.515464172,0.980556122,0.756212926,0.272877911,0.63590604,0.654320988,0.566101695,0.154303828,0.051323087,0.042019381,0.018138102,0.007577236,0.007111531,0.008220262,0.95959596,0.961380798,0.770588235,0.960964307,2p1c,0.90827666,0.862403061,0.357112509,0.657655668,0.899160569,0.782807507,0.903207624,0.905163286,0.576519919,1,1,1654
2536,TEXAS,TX,ANDREWS,0.001851055,0.999140486,0.610439211,Very Low,0.664031621,0.509210124,0.1079,Very Low,0.268774704,ANDREWS,0.745996776,0.72,0.08407344,0.862433862,0.81485818,0.511625398,0.975186546,0.783464824,0.300644815,0.802013423,0.841049383,0.696610169,0.040136552,0.066141976,0.057668028,0.020846552,0.003620038,0.003292625,0.003046635,0.96969697,0.977562028,0.841176471,0.68793266,2p1c,0.766660574,0.86821703,0.296326959,0.809316268,0.771714494,0.809200708,0.913157753,0.854773735,0.576494802,1,1,1655
2247,OREGON,OR,TILLAMOOK,0.002723862,0.994288988,0.134945894,Relatively Moderate,0.446201142,0.673391654,0.558600006,Relatively Moderate,0.609574001,TILLAMOOK,0.63366192,0.83,0.09311868,0.825396825,0.785428642,0.526595318,0.976262509,0.751302291,0.360752099,0.543624161,0.520061728,0.527118644,0.454133138,0.145228311,0.123256909,0.050201812,0.009192057,0.010417651,0.012895536,0.949494949,0.972168285,0.794117647,0.968489179,2p1c,0.819268959,0.779069751,0.382991834,0.7075287,0.794133202,0.762935509,0.726311444,0.804561845,0.576486127,1,1,1656
2948,VIRGINIA,VA,SURRY,0.000649333,0.999110973,0.59675366,Very Low,0.400071325,0.711697845,0.681699982,Relatively High,0.682962347,SURRY,0.099832343,0.84,0.026379356,0.867724868,0.549968821,0.537264392,0.999530847,0.823715784,0.097088858,0.713087248,0.709876543,0.659322034,0.234138015,0.069895415,0.067160124,0.026079855,0.000816283,0.000904123,0.001222764,0.929292929,0.967421791,0.858823529,0.806266842,2p1c,0.895480025,0.697674443,0.271257733,0.909545986,0.840291853,0.76778233,0.840781322,0.877423442,0.576474884,1,1,1657
1422,MISSISSIPPI,MS,CHOCTAW,0.000817638,0.999527276,0.810630172,Very Low,0.942735949,0.542240284,0.178500004,Very Low,0.277643883,CHOCTAW,0.115571186,0.65,0.021250571,0.806878307,0.594797473,0.492469985,0.999539781,0.824455827,0.094712588,0.785234899,0.780864198,0.730508475,0.240331626,0.042642631,0.038315478,0.012741763,0.000993736,0.00126847,0.001659465,0.939393939,0.957497303,0.858823529,0.918313963,2p1c,0.896048765,0.821705433,0.31878261,0.66911698,0.876350684,0.975213011,0.905546237,0.935734209,0.576471458,1,1,1658
1900,NEW YORK,NY,YATES,0.002468606,0.999457475,0.769891789,Very Low,0.890603086,0.735621832,0.754899979,Relatively High,0.433252582,YATES,0.444538629,0.88,0.083983488,0.865079365,0.578317757,0.599666096,0.989668168,0.793027992,0.230201017,0.530201342,0.523148148,0.496610169,0.153621068,0.085716441,0.069029882,0.035071795,0.003442585,0.003265637,0.002255434,0.96969697,0.990938511,0.829411765,0.95469644,2p1c,0.849696512,0.755813986,0.271948103,0.519272012,0.815210321,0.652780212,0.748700229,0.747341056,0.576463662,1,1,1659
2770,TEXAS,TX,WALKER,0.007619197,0.996136117,0.195098663,Relatively Low,0.249011858,0.548124463,0.192900009,Very Low,0.407114625,WALKER,0.742905759,0.73,0.046390606,0.804232804,0.71030977,0.561199577,0.97232133,0.586706954,0.673455497,0.860738255,0.839506173,0.816949153,0.302901731,0.063612826,0.056678081,0.020740799,0.009582453,0.011227313,0.015890794,0.939393939,0.959439051,0.747058824,0.776430812,2p1c,0.814434675,0.885658931,0.402669519,0.729132436,0.82026821,0.756326177,0.928147342,0.878133013,0.576461193,1,1,1660
1613,MONTANA,MT,CARBON,0.001038513,0.999416392,0.749204328,Very Low,0.250988142,0.714765526,0.69,Relatively High,0.874505929,CARBON,0.498042586,0.87,0.111164373,0.883597884,0.703573215,0.656153157,0.997002072,0.760556543,0.061491454,0.459731544,0.49691358,0.383050847,0.0700317,0.158533572,0.128398637,0.047936936,0.0028215,0.003279131,0.005692531,0.919191919,0.918230852,0.852941176,0.834672675,2p1c,0.884448237,0.827519403,0.149626358,0.911200732,0.867440357,0.658706543,0.815726755,0.840335156,0.576448256,1,1,1661
981,KANSAS,KS,ROOKS,0.000485126,0.999187017,0.629535328,Very Low,0.458949746,0.680628417,0.581800003,Relatively Moderate,0.397628458,ROOKS,0.407399878,0.86,0.178283111,0.873015873,0.685833992,0.534457716,0.988741649,0.763185859,0.005488921,0.637583893,0.699074074,0.522033898,0.094074616,0.031654664,0.022809817,0.009516298,0.000354906,0.000337359,0.000601107,0.909090909,0.936569579,0.864705882,0.956082607,2p1c,0.902020527,0.843023241,0.295547552,0.679523965,0.887903651,0.909816553,0.890034745,0.920131856,0.57642782,1,1,1662
2391,SOUTH DAKOTA,SD,DEUEL,0.000421862,0.999455418,0.769255251,Very Low,0.562821895,0.748784373,0.796299973,Relatively High,0.710983351,DEUEL,0.510128056,0.84,0.040322365,0.886243386,0.647566952,0.626704225,0.999530067,0.827754642,0.014202561,0.466442953,0.479938272,0.415254237,0.131626433,0.062669897,0.050670787,0.018669804,0.000479123,0.000296876,0.000318535,0.95959596,0.782955771,0.852941176,0.960428599,2p1c,0.895480025,0.808139515,0.163252123,0.506399944,0.871944936,0.873090779,0.916199353,0.859517122,0.576419665,1,1,1663
1926,NORTH CAROLINA,NC,CUMBERLAND,0.033412629,0.988420607,0.074793125,Relatively Moderate,0.14055336,0.631975589,0.435400009,Relatively Moderate,0.568300395,CUMBERLAND,0.871346287,0.65,0.121680982,0.854497354,0.801231637,0.468970615,0.950848521,0.550958301,0.605261586,0.755033557,0.757716049,0.689830508,0.217995611,0.061930845,0.050375249,0.020366258,0.086650223,0.079144457,0.053210783,0.97979798,0.990075512,0.741176471,0.679301049,2p1c,0.785428971,0.827519403,0.522407272,0.737599251,0.77716406,0.802569367,0.833652172,0.860131945,0.5764182,1,1,1664
1403,MINNESOTA,MN,TRAVERSE,0.000329014,0.999647287,0.869191598,Very Low,0.865476353,0.660783182,0.520400009,Relatively Moderate,0.030666485,TRAVERSE,0.592857143,0.9,0.113784988,0.880952381,0.634871795,0.555112839,0.999890696,0.819294666,0.103571429,0.478187919,0.49382716,0.425423729,0.115386491,0.028343215,0.028101228,0.008288388,0.000408142,0.000418325,0.000493216,0.939393939,0.940237325,0.841176471,0.950377807,2p1c,0.895480025,0.804263533,0.240664552,0.862051253,0.870834304,0.803318417,0.877516179,0.901121595,0.576303577,1,1,1665
761,INDIANA,IN,MONROE,0.013939227,0.99788771,0.319223425,Relatively Low,0.229163086,0.684659032,0.593300018,Relatively Moderate,0.247035573,MONROE,0.871641449,0.77,0.100983631,0.830687831,0.804478994,0.584722873,0.955413936,0.563071687,0.537847665,0.624161074,0.632716049,0.566101695,0.197073884,0.078550129,0.065881229,0.025671531,0.02494987,0.024222387,0.025688318,0.95959596,0.964185545,0.823529412,0.852209651,2p1c,0.832634333,0.823643428,0.445589102,0.791533495,0.819090757,0.675392263,0.843581878,0.852047613,0.576302644,1,1,1666
2699,TEXAS,TX,MIDLAND,0.016968916,0.993087831,0.116168046,Relatively Moderate,0.134387352,0.588952388,0.303299999,Relatively Low,0.56916996,MIDLAND,0.91433261,0.78,0.065633882,0.846560847,0.797250483,0.536057866,0.940860492,0.700343788,0.519128383,0.82885906,0.853395062,0.737288136,0.05198732,0.094903241,0.077037269,0.025079608,0.010185793,0.038364483,0.035819791,0.868686869,0.980366775,0.870588235,0.828827329,2p1c,0.694430683,0.881782956,0.362710536,0.792270022,0.709749359,0.784966542,0.886869139,0.81371013,0.57625203,1,1,1667
557,GEORGIA,GA,WORTH,0.002060836,0.998678037,0.453532782,Relatively Low,0.448305864,0.576704644,0.268899994,Relatively Low,0.469609963,WORTH,0.375721709,0.79,0.050284272,0.783068783,0.502769856,0.471065854,0.988027812,0.744974224,0.088577752,0.822147651,0.819444444,0.762711864,0.267690807,0.057092638,0.049254117,0.017521209,0.001046972,0.001039066,0.000965881,0.95959596,0.962891046,0.829411765,0.85012269,2p1c,0.889518642,0.922480614,0.364660748,0.832361909,0.89927363,0.868684556,0.902933585,0.955723742,0.576221398,1,1,1668
1005,KENTUCKY,KY,ADAIR,0.001880938,0.99920957,0.639401655,Very Low,0.501976285,0.597418125,0.33,Relatively Low,0.431093544,ADAIR,0.425435116,0.72,0.045493645,0.828042328,0.704669412,0.439352491,0.997600003,0.782704352,0.036449241,0.684563758,0.689814815,0.623728814,0.244428188,0.050281566,0.042187774,0.018096975,0.001792274,0.001875717,0.002106442,0.939393939,0.963969795,0.723529412,0.945243929,2p1c,0.911120356,0.939922485,0.362096691,0.730954847,0.923965866,0.909177641,0.892531355,0.960614154,0.576053087,1,1,1669
1008,KENTUCKY,KY,BALLARD,0.000764968,0.998991254,0.554105665,Very Low,0.384848485,0.627512139,0.422299995,Relatively Moderate,0.58168643,BALLARD,0.333980331,0.82,0.072666747,0.80952381,0.729396397,0.470241529,0.993590142,0.818584138,0.143504141,0.716442953,0.711419753,0.666101695,0.252621312,0.031536508,0.029162615,0.011829644,0.0009405,0.000809662,0.001006982,0.949494949,0.950593312,0.729411765,0.931609676,2p1c,0.903158006,0.889534913,0.280322927,0.741888966,0.902268309,0.826428999,0.849009842,0.904630641,0.576048002,1,1,1670
497,GEORGIA,GA,MERIWETHER,0.002050742,0.99954872,0.822406111,Very Low,0.770328386,0.558897596,0.218700008,Relatively Low,0.393839958,MERIWETHER,0.321690196,0.75,0.04970628,0.817460317,0.630643693,0.417383059,0.998650631,0.723570564,0.056663271,0.773489933,0.783950617,0.703389831,0.246525238,0.067546717,0.053366989,0.022061243,0.004347595,0.004088793,0.00408958,0.96969697,0.979719525,0.788235294,0.844338572,2p1c,0.85111836,0.858527154,0.389603288,0.766757019,0.845938452,0.812174899,0.85031664,0.890259543,0.576027045,1,1,1671
2737,TEXAS,TX,SANAUGUSTINE,0.000783358,0.999460133,0.773074475,Very Low,0.786561265,0.468868321,0.054400001,Very Low,0.181818182,SAN AUGUSTINE,0.418034857,0.51,0.043488297,0.814814815,0.591606537,0.413560019,0.996673967,0.767839594,0.418034857,0.838926174,0.834876543,0.776271186,0.343574738,0.079626916,0.058875696,0.026408864,0.000567849,0.000796168,0.00171598,0.868686869,0.909385113,0.7,0.818050074,2p1c,0.863914994,0.910852721,0.317652085,0.814783328,0.872598765,0.851059727,0.970049134,0.943185935,0.576021938,1,1,1672
1370,MINNESOTA,MN,MARTIN,0.001994973,0.998678193,0.45385105,Relatively Low,0.323111172,0.787319164,0.884800034,Very High,0.353777657,MARTIN,0.635605493,0.81,0.138393886,0.85978836,0.725383455,0.626241495,0.988746969,0.743304159,0.024269663,0.520134228,0.535493827,0.461016949,0.188978298,0.042229472,0.033591862,0.01406955,0.003832981,0.003036232,0.002830853,0.96969697,0.97605178,0.852941176,0.944194674,2p1c,0.891214481,0.808139515,0.291408663,0.725902833,0.868055999,0.806997599,0.861886804,0.882529669,0.575987503,1,1,1673
612,ILLINOIS,IL,BUREAU,0.003313029,0.998189833,0.365690643,Relatively Low,0.354336201,0.767243744,0.842099991,Very High,0.655506471,BUREAU,0.662284924,0.76,0.078577301,0.793650794,0.682233556,0.568095705,0.984311475,0.782211315,0.361779569,0.587248322,0.598765432,0.528813559,0.162496952,0.033693172,0.028473096,0.012530257,0.005252604,0.004426152,0.004659861,0.96969697,0.961165049,0.682352941,0.92135916,2p1c,0.89974557,0.860465149,0.286822427,0.531912889,0.890827407,0.773796809,0.796913919,0.8384338,0.575984401,1,1,1674
1122,KENTUCKY,KY,WHITLEY,0.003654136,0.998624995,0.441120306,Relatively Low,0.217523057,0.589755064,0.306499996,Relatively Low,0.389262187,WHITLEY,0.778274134,0.69,0.149225174,0.833333333,0.618195492,0.361734944,0.979261849,0.685196798,0.459658967,0.66442953,0.677469136,0.598305085,0.254523287,0.045198553,0.038193117,0.015436995,0.004116906,0.004372175,0.005281518,0.949494949,0.958360302,0.735294118,0.931491887,2p1c,0.911120356,0.912790708,0.414617092,0.723665376,0.916191408,0.914663374,0.896568759,0.965791466,0.575967413,1,1,1675
1755,NEBRASKA,NE,WEBSTER,0.000332712,0.998460497,0.409611712,Relatively Low,0.226698967,0.687738994,0.601800003,Relatively High,0.676144333,WEBSTER,0.630044183,0.73,0.050500489,0.87037037,0.806281454,0.530247656,0.995888951,0.834870168,0.174782123,0.610738255,0.657407407,0.511864407,0.114606194,0.092958176,0.023926484,0.008132696,0.000266179,0.000229404,0.00024147,0.95959596,0.95231931,0.870588235,0.984549127,2p1c,0.904864224,0.881782956,0.185716135,0.573827129,0.901602593,0.840044187,0.868040644,0.870353591,0.575935684,1,1,1676
1092,KENTUCKY,KY,MORGAN,0.001361031,0.999461509,0.774029281,Very Low,0.76969697,0.516463526,0.120299997,Very Low,0.188471673,MORGAN,0.503715576,0.68,0.012464337,0.841269841,0.653516121,0.472765508,0.999809017,0.803395483,0.11904415,0.657718121,0.680555556,0.581355932,0.21560595,0.042932229,0.035719738,0.016660498,0.000887264,0.001133527,0.001628639,0.919191919,0.95188781,0.717647059,0.987223583,2p1c,0.911120356,0.912790708,0.396821337,0.827539859,0.916191408,0.912856826,0.909766465,0.982693072,0.575892297,1,1,1677
1750,NEBRASKA,NE,THOMAS,6.04658E-05,0.999973455,0.997135582,Very Low,0.982362191,0.662956865,0.526699982,Relatively Moderate,0.471035743,THOMAS,0.739910314,0.51,0,0.896825397,0.854475085,0.583861983,0.996339369,0.716857069,0.228699552,0.55704698,0.615740741,0.447457627,0.107339673,0.014029383,0.043099478,0.006070514,1.77453E-05,0,5.13766E-06,0.98989899,0.677669903,0.817647059,1,2p1c,0.904864224,0.864341048,0.030624282,0.433505524,0.896604751,0.840044187,0.815313072,0.805954973,0.575861709,1,1,1678
402,GEORGIA,GA,BAKER,0.000278942,0.99969016,0.893061744,Very Low,0.877669227,0.490922698,0.079899998,Very Low,0.122330773,BAKER,0.591533326,0.51,0.076736565,0.785714286,0.188215256,0.442174362,0.999870584,0.746631908,0.14407359,0.837248322,0.828703704,0.779661017,0.270080468,0.036553622,0.054272952,0.011693046,3.54906E-05,0,0,0.95959596,0.947357066,0.794117647,0.880610678,2p1c,0.901167418,0.908914726,0.360651819,0.849408155,0.906006652,0.879700092,0.911908734,0.96683645,0.575833186,1,1,1679
858,IOWA,IA,LOUISA,0.001076692,0.998816705,0.497453851,Relatively Low,0.395496467,0.704717812,0.655999985,Relatively High,0.148161456,LOUISA,0.590015687,0.9,0.016025409,0.812169312,0.764035723,0.613081726,0.994126447,0.822619569,0.06726954,0.598993289,0.606481481,0.544067797,0.167959034,0.039782182,0.031927067,0.014942012,0.000975991,0.000904123,0.000832302,0.95959596,0.961812298,0.829411765,0.919187636,2p1c,0.90770792,0.846899223,0.240538568,0.821667981,0.894199502,0.863749606,0.877314204,0.923080774,0.575827427,1,1,1680
251,COLORADO,CO,BACA,0.000342407,0.999805311,0.94239338,Very Low,0.831398221,0.522031151,0.131800003,Very Low,0.137228261,BACA,0.533941814,0.67,0.098040497,0.888888889,0.658660486,0.39202875,0.986718305,0.738068089,0.533941814,0.632550336,0.719135802,0.486440678,0.076908071,0.037802108,0.033862949,0.01281814,0.000141962,0.000107955,0.000184956,0.949494949,0.872491909,0.9,0.922619748,2p1c,0.895480025,0.934108515,0.202209663,0.680103345,0.908040542,0.895782771,0.892759961,0.914175064,0.575812671,1,1,1681
2941,VIRGINIA,VA,SHENANDOAH,0.00440931,0.998550525,0.425843412,Relatively Low,0.234003982,0.657019399,0.508300018,Relatively Moderate,0.418764302,SHENANDOAH,0.590526411,0.82,0.057737253,0.865079365,0.70646433,0.561263262,0.973432609,0.743602442,0.210881275,0.620805369,0.651234568,0.540677966,0.158985613,0.08115805,0.067918105,0.0283462,0.011303746,0.010026314,0.008430906,0.96969697,0.972599784,0.858823529,0.933250377,2p1c,0.836331138,0.844961236,0.357270881,0.871276452,0.828569637,0.842225273,0.860346591,0.901852413,0.575799225,1,1,1682
2777,TEXAS,TX,WICHITA,0.012905411,0.995646546,0.175366009,Relatively Low,0.221343874,0.613004343,0.375600014,Relatively Low,0.695652174,WICHITA,0.707212988,0.65,0.143030015,0.82010582,0.747148415,0.471637939,0.95072506,0.631469836,0.346207963,0.817114094,0.845679012,0.722033898,0.149768349,0.048525705,0.038314522,0.017140792,0.027824606,0.02895891,0.029932029,0.95959596,0.97605178,0.788235294,0.754888482,2p1c,0.854105426,0.85465118,0.481353074,0.557185701,0.847551126,0.831231764,0.943151483,0.901470905,0.575795512,1,1,1683
722,INDIANA,IN,DAVIESS,0.00332782,0.998462378,0.41024825,Relatively Low,0.31646331,0.661536929,0.523600006,Relatively Moderate,0.181560406,DAVIESS,0.517120518,0.83,0.072210074,0.804232804,0.605958081,0.550249638,0.978263904,0.734452907,0.22815374,0.654362416,0.672839506,0.584745763,0.200390149,0.049635957,0.041533976,0.01636674,0.003779746,0.0038324,0.003699118,0.949494949,0.973894283,0.876470588,0.908565849,2p1c,0.903158006,0.941860472,0.361964101,0.830779747,0.917261849,0.834208647,0.924307431,0.962633414,0.575790647,1,1,1684
1703,NEBRASKA,NE,GREELEY,0.00021228,0.999391181,0.730744749,Very Low,0.561349824,0.638612523,0.453499985,Relatively Moderate,0.352288665,GREELEY,0.627441237,0.63,0.09720193,0.880952381,0.7151748,0.677032968,0.999724719,0.84461357,0.174782123,0.562080537,0.601851852,0.474576271,0.127139722,0.057147211,0.043099478,0.019956465,1.77453E-05,0,0,0.96969697,0.992664509,0.9,1,2p1c,0.904864224,0.862403061,0.117599354,0.573827129,0.896049432,0.840044187,0.853202382,0.852236603,0.575787002,1,1,1685
2662,TEXAS,TX,KARNES,0.001460075,0.998065609,0.3478676,Relatively Low,0.438735178,0.606322441,0.355800018,Relatively Low,0.652173913,KARNES,0.568932699,0.69,0.046701134,0.80952381,0.539855421,0.498940367,0.97903406,0.670780524,0.082664854,0.92114094,0.912037037,0.859322034,0.116703243,0.051865213,0.03991702,0.016883754,0.00063883,0.000485797,0.000929917,0.919191919,0.897303128,0.835294118,0.905538728,2p1c,0.847421555,0.930232571,0.306793588,0.718198317,0.86311478,0.771747916,0.937095081,0.892056223,0.575769235,1,1,1686
473,GEORGIA,GA,HENRY,0.024032227,0.996964366,0.240292807,Relatively Low,0.189425013,0.690154352,0.610099983,Relatively High,0.911601661,HENRY,0.654740935,0.83,0.083587572,0.793650794,0.853658317,0.529927085,0.963961268,0.74490263,0.239269334,0.775167785,0.783950617,0.705084746,0.265008535,0.08604877,0.071938276,0.021572135,0.064468617,0.070359625,0.082413263,0.95959596,0.961380798,0.811764706,0.89501006,2p1c,0.638715347,0.810077502,0.285092439,0.702974424,0.638406736,0.69904543,0.673808068,0.667767754,0.575647998,1,1,1687
728,INDIANA,IN,ELKHART,0.020681319,0.996991252,0.243157225,Relatively Low,0.120037807,0.741463618,0.775899963,Relatively High,0.618061523,ELKHART,0.731911112,0.77,0.084080262,0.817460317,0.771898922,0.553279823,0.955417841,0.731587208,0.384704922,0.575503356,0.580246914,0.525423729,0.172299439,0.058304314,0.047602504,0.017958909,0.03213671,0.027798394,0.016435386,0.97979798,0.985976268,0.782352941,0.768730954,2p1c,0.839459205,0.866279043,0.376305842,0.807934733,0.837530006,0.697203766,0.850431052,0.861470603,0.575595379,1,1,1688
2161,OKLAHOMA,OK,CUSTER,0.002840895,0.997420348,0.272119669,Relatively Low,0.378112007,0.624020736,0.411800003,Relatively Moderate,0.700118064,CUSTER,0.584119524,0.67,0.091746514,0.828042328,0.80439017,0.468834129,0.97288876,0.65872993,0.304071827,0.753355705,0.796296296,0.647457627,0.1105584,0.043959849,0.039872795,0.014861229,0.004294359,0.00414277,0.004413253,0.95959596,0.977562028,0.852941176,0.835124774,2p1c,0.897470613,0.83139531,0.405550261,0.636192131,0.880423574,0.799485019,0.865841503,0.892843419,0.575572324,1,1,1689
